# format_version: 3
# timestamp: 1788906917.5735033
# joints: [{"name": "trailing_arm_pivot_a", "label": "Arm Front Pivot", "type": "spherical", "point": "trailing_arm_pivot_a", "housing_part": "Semi-Trailing Arm", "housing_rotation": "fitted", "bore_part": "Chassis", "bore_rotation": "ground", "housing_mode": "centred", "housing_axis": null, "bore_axis": [0.0, -1.0, 0.0], "bore_perpendiculars": [], "spin_axis": null, "cone_deg": 90.0, "install_offset_deg": 0.0, "description": "Arm Front Pivot: housing on 'Semi-Trailing Arm' (fitted from >=3 points), bore on 'Chassis' (fixed to chassis), housing centred"}, {"name": "trailing_arm_pivot_b", "label": "Arm Rear Pivot", "type": "spherical", "point": "trailing_arm_pivot_b", "housing_part": "Semi-Trailing Arm", "housing_rotation": "fitted", "bore_part": "Chassis", "bore_rotation": "ground", "housing_mode": "centred", "housing_axis": null, "bore_axis": [0.0, -1.0, 0.0], "bore_perpendiculars": [], "spin_axis": null, "cone_deg": 90.0, "install_offset_deg": 0.0, "description": "Arm Rear Pivot: housing on 'Semi-Trailing Arm' (fitted from >=3 points), bore on 'Chassis' (fixed to chassis), housing centred"}, {"name": "strut_top", "label": "Damper Upper Mount", "type": "spherical", "point": "strut_top", "housing_part": "Spring/Damper", "housing_rotation": "transport", "bore_part": "Chassis", "bore_rotation": "ground", "housing_mode": "indeterminate", "housing_axis": null, "bore_axis": [0.0, 1.0, 0.0], "bore_perpendiculars": [], "spin_axis": [-0.732611187020823, 0.0, -0.6806473746749786], "cone_deg": 90.0, "install_offset_deg": 0.0, "description": "Damper Upper Mount: housing on 'Spring/Damper' (2-point link, transport (spin undetermined)), bore on 'Chassis' (fixed to chassis), housing indeterminate"}, {"name": "strut_bottom", "label": "Damper Lower Mount", "type": "spherical", "point": "strut_bottom", "housing_part": "Spring/Damper", "housing_rotation": "transport", "bore_part": "Semi-Trailing Arm", "bore_rotation": "fitted", "housing_mode": "indeterminate", "housing_axis": null, "bore_axis": [0.0, 1.0, 0.0], "bore_perpendiculars": [], "spin_axis": [-0.732611187020823, 0.0, -0.6806473746749786], "cone_deg": 90.0, "install_offset_deg": 0.0, "description": "Damper Lower Mount: housing on 'Spring/Damper' (2-point link, transport (spin undetermined)), bore on 'Semi-Trailing Arm' (fitted from >=3 points), housing indeterminate"}]
# geometry_path: C:\Users\rapha\Documents\BSSR\Suspension_App\BSSR-suspension\models\aurora\rear.yaml
# geometry_hash: efb23143cbf52705b4e46d41b386a8120aac2025a091ef47df943ac7cc43be45
# sweep_path: C:\Users\rapha\Documents\BSSR\Suspension_App\BSSR-suspension\models\aurora\outputs\rear\_resolved_sweeps\01_bump.yaml
# sweep_hash: 23f477d4b8276cb53ff9a041b367b29d4f9a2934aaffc46b3e3a299049d816ca
# column_units: {"anti_dive": "%", "anti_lift": "%", "anti_squat": "%", "axle_inboard_x": "mm", "axle_inboard_y": "mm", "axle_inboard_z": "mm", "axle_midpoint_x": "mm", "axle_midpoint_y": "mm", "axle_midpoint_z": "mm", "axle_outboard_x": "mm", "axle_outboard_y": "mm", "axle_outboard_z": "mm", "damper_length": "mm", "deriv_damper_length_wrt_hub_z": "mm/mm", "deriv_wheel_center_x_wrt_hub_z": "mm/mm", "joint_strut_bottom_rx": "deg", "joint_strut_bottom_ry": "deg", "joint_strut_bottom_rz": "deg", "joint_strut_top_rx": "deg", "joint_strut_top_ry": "deg", "joint_strut_top_rz": "deg", "joint_trailing_arm_pivot_a_rx": "deg", "joint_trailing_arm_pivot_a_ry": "deg", "joint_trailing_arm_pivot_a_rz": "deg", "joint_trailing_arm_pivot_b_rx": "deg", "joint_trailing_arm_pivot_b_ry": "deg", "joint_trailing_arm_pivot_b_rz": "deg", "misalign_strut_bottom": "deg", "misalign_strut_top": "deg", "misalign_trailing_arm_pivot_a": "deg", "misalign_trailing_arm_pivot_b": "deg", "strut_bottom_x": "mm", "strut_bottom_y": "mm", "strut_bottom_z": "mm", "strut_top_x": "mm", "strut_top_y": "mm", "strut_top_z": "mm", "svic_x": "mm", "svic_z": "mm", "svsa_angle": "deg", "svsa_length": "mm", "target_wheel_center_z": "mm", "trailing_arm_pivot_a_x": "mm", "trailing_arm_pivot_a_y": "mm", "trailing_arm_pivot_a_z": "mm", "trailing_arm_pivot_b_x": "mm", "trailing_arm_pivot_b_y": "mm", "trailing_arm_pivot_b_z": "mm", "wheel_center_x": "mm", "wheel_center_y": "mm", "wheel_center_z": "mm", "wheel_contact_centre_x": "mm", "wheel_contact_centre_y": "mm", "wheel_contact_centre_z": "mm", "wheel_inboard_x": "mm", "wheel_inboard_y": "mm", "wheel_inboard_z": "mm", "wheel_outboard_x": "mm", "wheel_outboard_y": "mm", "wheel_outboard_z": "mm", "wheel_travel": "mm"}
#
step_index,solver_converged,solver_max_residual,solver_nfev,target_wheel_center_z,svic_x,svic_z,svsa_length,wheel_travel,damper_length,svsa_angle,anti_dive,anti_lift,anti_squat,joint_trailing_arm_pivot_a_rx,joint_trailing_arm_pivot_a_ry,joint_trailing_arm_pivot_a_rz,misalign_trailing_arm_pivot_a,joint_trailing_arm_pivot_b_rx,joint_trailing_arm_pivot_b_ry,joint_trailing_arm_pivot_b_rz,misalign_trailing_arm_pivot_b,joint_strut_top_rx,joint_strut_top_ry,joint_strut_top_rz,misalign_strut_top,joint_strut_bottom_rx,joint_strut_bottom_ry,joint_strut_bottom_rz,misalign_strut_bottom,deriv_wheel_center_x_wrt_hub_z,deriv_damper_length_wrt_hub_z,trailing_arm_pivot_a_x,trailing_arm_pivot_a_y,trailing_arm_pivot_a_z,trailing_arm_pivot_b_x,trailing_arm_pivot_b_y,trailing_arm_pivot_b_z,axle_inboard_x,axle_inboard_y,axle_inboard_z,axle_outboard_x,axle_outboard_y,axle_outboard_z,axle_midpoint_x,axle_midpoint_y,axle_midpoint_z,wheel_center_x,wheel_center_y,wheel_center_z,wheel_inboard_x,wheel_inboard_y,wheel_inboard_z,wheel_outboard_x,wheel_outboard_y,wheel_outboard_z,wheel_contact_centre_x,wheel_contact_centre_y,wheel_contact_centre_z,strut_top_x,strut_top_y,strut_top_z,strut_bottom_x,strut_bottom_y,strut_bottom_z
10,True,5.684341886080802e-14,4,253.1,-1865.0,278.5,374.13879879144633,-25.400000000000006,334.3024239945636,39.15028821298175,,158.07559500434718,526.9186500144906,1.999585609725171e-12,3.8838076828922383,-5.894680277459214e-11,0.0,1.999585609725171e-12,3.8838076828922383,-5.894680277459214e-11,0.0,0.0,1.99205488384928,0.0,0.0,-9.744614605610366e-13,-1.8917527990429581,5.896413408641512e-11,4.4508396968012676e-11,-0.06788924346271441,-0.5773030973552092,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.1387987914463,70.3320000140084,253.1,-2239.1387987914463,-23.737,253.1,-2239.1387987914463,23.297500007004203,253.1,-2239.1387987914463,0.0,253.1,-2239.1387987914463,47.5,253.1,-2239.1387987914463,-47.5,253.1,-2239.1387987914463,0.0,-26.099999999999994,-1901.921,100.0,546.579,-2138.777113889382,100.0,310.66102272429254
11,True,1.1368683772161603e-13,4,255.64000000000001,-1865.0,278.5,374.3025796880197,-22.859999999999985,332.83447950887637,38.90332745820414,,157.84727061203347,526.1575687067782,1.8038340169706928e-12,3.4949175829030983,-5.895259296168369e-11,0.0,1.8038340169706928e-12,3.4949175829030983,-5.895259296168369e-11,0.0,0.0,1.792788832409889,0.0,0.0,-8.8122637030954e-13,-1.7021287504932097,5.89667536739213e-11,4.439471013029106e-11,-0.061073583887810076,-0.5785617530230283,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.3025796880197,70.33200001400839,255.64000000000001,-2239.3025796880197,-23.737,255.64000000000001,-2239.3025796880197,23.297500007004196,255.64000000000001,-2239.3025796880197,0.0,255.64000000000001,-2239.3025796880197,47.5,255.64000000000001,-2239.3025796880197,-47.5,255.64000000000001,-2239.3025796880197,0.0,-23.559999999999974,-1901.921,100.0,546.579,-2138.5525191415004,100.0,312.5185058991577
12,True,1.7053025658242404e-13,4,258.18,-1865.0,278.5,374.449059767956,-20.319999999999993,331.3633147161706,38.65614620871008,,157.62405854042586,525.4135284680862,1.6058169302985476e-12,3.106188626462732,-5.897099181433306e-11,0.0,1.6058169302985476e-12,3.106188626462732,-5.897099181433306e-11,0.0,0.0,1.5935626070532738,0.0,0.0,-7.855313902020846e-13,-1.512626019409458,5.898225803182505e-11,4.426681243785424e-11,-0.05426639343838171,-0.5798388022696297,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.449059767956,70.33200001400829,258.18,-2239.449059767956,-23.737,258.18,-2239.449059767956,23.297500007004146,258.18,-2239.449059767956,0.0,258.18,-2239.449059767956,47.5,258.18,-2239.449059767956,-47.5,258.18,-2239.449059767956,0.0,-21.019999999999982,-1901.921,100.0,546.579,-2138.3154230541945,100.0,314.3736531869637
13,True,2.8421709430404007e-13,4,260.72,-1865.0,278.5,374.5782593278823,-17.779999999999973,329.8888826644932,38.40872923137132,,157.40585999933998,524.6861999977999,1.3908249912442243e-12,2.7176027406878713,-5.895563161279491e-11,0.0,1.3908249912442243e-12,2.7176027406878713,-5.895563161279491e-11,0.0,0.0,1.394366311532453,0.0,0.0,-6.733127874609345e-13,-1.3232364291554188,5.896390597795755e-11,4.411049303598702e-11,-0.04746671638632527,-0.5811344291350804,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.5782593278823,70.33200001400841,260.72,-2239.5782593278823,-23.737,260.72,-2239.5782593278823,23.29750000700421,260.72,-2239.5782593278823,0.0,260.72,-2239.5782593278823,47.5,260.72,-2239.5782593278823,-47.5,260.72,-2239.5782593278823,0.0,-18.47999999999996,-1901.921,100.0,546.579,-2138.0658402935364,100.0,316.22646732808
14,True,1.1368683772161603e-13,4,263.26,-1865.0,278.5,374.6901962436518,-15.240000000000009,328.41113592557485,38.16106121527589,,157.19257718215547,523.9752572738516,1.2010682048353239e-12,2.329141912243691,-5.896687665491713e-11,0.0,1.2010682048353239e-12,2.329141912243691,-5.896687665491713e-11,0.0,0.0,1.1951900592892883,0.0,0.0,-5.859569462157948e-13,-1.1339518529544024,5.897314318792519e-11,4.3996806198265404e-11,-0.040673602226010255,-0.5824488246500452,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.690196243652,70.33200001400836,263.26,-2239.690196243652,-23.737,263.26,-2239.690196243652,23.29750000700418,263.26,-2239.690196243652,0.0,263.26,-2239.690196243652,47.5,263.26,-2239.690196243652,-47.5,263.26,-2239.690196243652,0.0,-15.939999999999998,-1901.921,100.0,546.579,-2137.803783776379,100.0,318.07695073603287
15,True,1.1368683772161603e-13,4,265.8,-1865.0,278.5,374.78488598275453,-12.699999999999989,326.93002657692864,37.91312676418489,,156.9841131430209,523.280377143403,1.003092417662576e-12,1.9407881797507258,-5.897710709664131e-11,0.0,1.003092417662576e-12,1.9407881797507258,-5.897710709664131e-11,0.0,0.0,0.9960239689479055,0.0,0.0,-4.904137096648105e-13,-0.9447642108028197,5.898149916994097e-11,4.3868908505828585e-11,-0.033886105003136074,-0.5837821869520806,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.7848859827545,70.3320000140083,265.8,-2239.7848859827545,-23.737,265.8,-2239.7848859827545,23.297500007004153,265.8,-2239.7848859827545,0.0,265.8,-2239.7848859827545,47.5,265.8,-2239.7848859827545,-47.5,265.8,-2239.7848859827545,0.0,-13.399999999999977,-1901.921,100.0,546.579,-2137.529264679325,100.0,319.9251054991809
16,True,5.684341886080802e-14,4,268.34000000000003,-1865.0,278.5,374.862341615034,-10.159999999999968,325.44550618364144,37.66491038890953,,156.7803716733734,522.6012389112446,7.944653377804011e-13,1.5525236262519955,-5.89671456313438e-11,0.0,7.944653377804011e-13,1.5525236262519955,-5.89671456313438e-11,0.0,0.0,0.7968581598112454,0.0,0.0,-3.8438799815894965e-13,-0.7556654664407498,5.896985316499926e-11,4.3726799958676565e-11,-0.027103282650978586,-0.5851347214095878,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.862341615034,70.33200001400839,268.34000000000003,-2239.862341615034,-23.737,268.34000000000003,-2239.862341615034,23.297500007004196,268.34000000000003,-2239.862341615034,0.0,268.34000000000003,-2239.862341615034,47.5,268.34000000000003,-2239.862341615034,-47.5,268.34000000000003,-2239.862341615034,0.0,-10.859999999999957,-1901.921,100.0,546.579,-2137.2422924464686,100.0,321.77093338216207
17,True,2.2737367544323206e-13,4,270.88,-1865.0,278.5,374.92257382172465,-7.6200000000000045,323.9575257798428,37.416396499598974,,156.58125717746447,521.9375239248816,5.982744012689926e-13,1.1643303717313978,-5.898148862984302e-11,0.0,5.982744012689926e-13,1.1643303717313978,-5.898148862984302e-11,0.0,0.0,0.5976827473546533,0.0,0.0,-2.90630468917013e-13,-0.5666476243767444,5.89830473893398e-11,4.359890226623975e-11,-0.020324196332929537,-0.5865066407535893,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9225738217247,70.3320000140083,270.88,-2239.9225738217247,-23.737,270.88,-2239.9225738217247,23.297500007004153,270.88,-2239.9225738217247,0.0,270.88,-2239.9225738217247,47.5,270.88,-2239.9225738217247,-47.5,270.88,-2239.9225738217247,0.0,-8.319999999999993,-1901.921,100.0,546.579,-2136.9428747959273,100.0,323.61443582711394
18,True,2.2737367544323206e-13,4,273.42,-1865.0,278.5,374.96559090282744,-5.079999999999984,322.46603584982745,37.16756939792831,,156.38667454657133,521.2889151552378,3.9548506028994263e-13,0.7761905656746592,-5.896671541960873e-11,0.0,3.9548506028994263e-13,0.7761905656746592,-5.896671541960873e-11,0.0,0.0,0.3984878387110311,0.0,0.0,-1.9042734680644792e-13,-0.37770272696362805,5.89673961016324e-11,4.345679371908773e-11,-0.013547909790251837,-0.5878981652175297,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9655909028274,70.33200001400841,273.42,-2239.9655909028274,-23.737,273.42,-2239.9655909028274,23.29750000700421,273.42,-2239.9655909028274,0.0,273.42,-2239.9655909028274,47.5,273.42,-2239.9655909028274,-47.5,273.42,-2239.9655909028274,0.0,-5.779999999999973,-1901.921,100.0,546.579,-2136.6310177251708,100.0,325.45561395466945
19,True,1.1368683772161603e-13,4,275.96,-1865.0,278.5,374.99139878283404,-2.5400000000000205,320.9709863088146,36.91841326917712,,156.19652903156734,520.655096771891,1.9899607210956385e-13,0.38808637966432,-5.897732594362116e-11,0.0,1.9899607210956385e-13,0.38808637966432,-5.897732594362116e-11,0.0,0.0,0.1992635281411748,0.0,0.0,-9.64398074213848e-14,-0.1888228515231452,5.897749637452051e-11,4.332889602665091e-11,-0.006773488693992661,-0.5893095226852947,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.991398782834,70.33200001400834,275.96,-2239.991398782834,-23.737,275.96,-2239.991398782834,23.297500007004174,275.96,-2239.991398782834,0.0,275.96,-2239.991398782834,47.5,275.96,-2239.991398782834,-47.5,275.96,-2239.991398782834,0.0,-3.240000000000009,-1901.921,100.0,546.579,-2136.3067255151586,100.0,327.29446856472975
20,True,2.2737367544323206e-13,4,278.5,-1865.0,278.5,375.00000101480873,0.0,319.47232648331646,36.66891217418767,,156.0107261135137,520.0357537117122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3215209188929293e-11,0.0,-0.5907409488476892,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2240.0000010148087,70.33200001400826,278.5,-2240.0000010148087,-23.737,278.5,-2240.0000010148087,23.297500007004132,278.5,-2240.0000010148087,0.0,278.5,-2240.0000010148087,47.5,278.5,-2240.0000010148087,-47.5,278.5,-2240.0000010148087,0.0,-0.6999999999999886,-1901.921,100.0,546.579,-2135.970000733287,100.0,329.1310001370154
21,True,1.1368683772161603e-13,4,281.04,-1865.0,278.5,374.99139878283404,2.5400000000000205,317.9700050911021,36.41905004119265,,155.82917137192362,519.4305712397453,-1.9611948952866612e-13,-0.38808637966432014,-5.898731433697094e-11,0.0,-1.9611948952866612e-13,-0.38808637966432014,-5.898731433697094e-11,0.0,0.0,-0.19931301341650423,0.0,0.0,9.35203242861366e-14,0.18877336624781593,5.898747910516389e-11,4.3073100641777273e-11,0.0067734886939926665,-0.5921926873676041,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.991398782834,70.33200001400827,281.04,-2239.991398782834,-23.737,281.04,-2239.991398782834,23.29750000700414,281.04,-2239.991398782834,0.0,281.04,-2239.991398782834,47.5,281.04,-2239.991398782834,-47.5,281.04,-2239.991398782834,0.0,1.8400000000000318,-1901.921,100.0,546.579,-2135.6208442351585,100.0,330.96520883139647
22,True,2.2737367544323206e-13,4,283.58,-1865.0,278.5,374.96559090282744,5.079999999999984,316.46397022072944,36.168810657500856,,155.65177035033318,518.8392345011105,-3.960375779771616e-13,-0.7761905656746593,-5.898917740317346e-11,0.0,-3.960375779771616e-13,-0.7761905656746593,-5.898917740317346e-11,0.0,0.0,-0.39868516132524034,0.0,0.0,1.9080017197434417e-13,0.3775054043494188,5.898985699484423e-11,4.2945202949340455e-11,0.013547909790251845,-0.5936649900541388,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9655909028274,70.33200001400826,283.58,-2239.9655909028274,-23.737,283.58,-2239.9655909028274,23.297500007004132,283.58,-2239.9655909028274,0.0,283.58,-2239.9655909028274,47.5,283.58,-2239.9655909028274,-47.5,283.58,-2239.9655909028274,0.0,4.3799999999999955,-1901.921,100.0,546.579,-2135.2592551651705,100.0,332.79709448800276
23,True,2.2737367544323206e-13,4,286.12,-1865.0,278.5,374.92257382172465,7.6200000000000045,314.9541693106225,35.918177661030185,,155.4784284188048,518.2614280626826,-5.96903515544622e-13,-1.1643303717313978,-5.897333839517482e-11,0.0,-5.96903515544622e-13,-1.1643303717313978,-5.897333839517482e-11,0.0,0.0,-0.5981265542562744,0.0,0.0,2.8907388673830213e-13,0.5662038174751236,5.897487248269937e-11,4.281730525690364e-11,0.020324196332929537,-0.595158117045966,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9225738217247,70.33200001400836,286.12,-2239.9225738217247,-23.737,286.12,-2239.9225738217247,23.29750000700418,286.12,-2239.9225738217247,0.0,286.12,-2239.9225738217247,47.5,286.12,-2239.9225738217247,-47.5,286.12,-2239.9225738217247,0.0,6.920000000000016,-1901.921,100.0,546.579,-2134.885230955927,100.0,334.62665662711396
24,True,5.684341886080802e-14,4,288.66,-1865.0,278.5,374.862341615034,10.160000000000025,313.44054912767047,35.66713453167605,,155.30905063296447,517.6968354432148,-7.989643831488362e-13,-1.552523626252003,-5.899110065283237e-11,0.0,-7.989643831488362e-13,-1.552523626252003,-5.899110065283237e-11,0.0,0.0,-0.7976472311662265,0.0,0.0,3.883149613993406e-13,0.7548763950857768,5.899384428047106e-11,4.268940756446682e-11,0.02710328265097874,-0.5966723370042386,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.862341615034,70.33200001400822,288.66,-2239.862341615034,-23.737,288.66,-2239.862341615034,23.29750000700411,288.66,-2239.862341615034,0.0,288.66,-2239.862341615034,47.5,288.66,-2239.862341615034,-47.5,288.66,-2239.862341615034,0.0,9.460000000000036,-1901.921,100.0,546.579,-2134.498767326468,100.0,336.45389444882875
25,True,1.7053025658242404e-13,4,291.2,-1865.0,278.5,374.78488598275453,12.699999999999989,311.9230557453279,35.41566458250342,,155.1435415891613,517.1451386305376,-9.990546259813546e-13,-1.940788179750725,-5.900280338190585e-11,0.0,-9.990546259813546e-13,-1.940788179750725,-5.900280338190585e-11,0.0,0.0,-0.9972572716956253,0.0,0.0,4.855220921625048e-13,0.9435309080550996,5.900708570339642e-11,4.256150987203e-11,0.03388610500313607,-0.5982079273153567,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.7848859827545,70.33200001400812,291.2,-2239.7848859827545,-23.737,291.2,-2239.7848859827545,23.29750000700406,291.2,-2239.7848859827545,0.0,291.2,-2239.7848859827545,47.5,291.2,-2239.7848859827545,-47.5,291.2,-2239.7848859827545,0.0,12.0,-1901.921,100.0,546.579,-2134.0998582793254,100.0,338.27880683251425
26,True,1.1368683772161603e-13,4,293.74,-1865.0,278.5,374.6901962436518,15.240000000000009,310.40163452118014,35.163750950750135,,154.9818052753144,516.6060175843813,-1.1985185286877733e-12,-2.3291419122436916,-5.897905482376964e-11,0.0,-1.1985185286877733e-12,-2.3291419122436916,-5.897905482376964e-11,0.0,0.0,-1.1969668009668197,0.0,0.0,5.823663739857633e-13,1.1321751112768714,5.898526046554021e-11,4.240519047016278e-11,0.040673602226010255,-0.5997651743039575,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.690196243652,70.33200001400827,293.74,-2239.690196243652,-23.737,293.74,-2239.690196243652,23.29750000700414,293.74,-2239.690196243652,0.0,293.74,-2239.690196243652,47.5,293.74,-2239.690196243652,-47.5,293.74,-2239.690196243652,0.0,14.54000000000002,-1901.921,100.0,546.579,-2133.6884960963794,100.0,340.1013923360329
27,True,2.2737367544323206e-13,4,296.28,-1865.0,278.5,374.57825932788273,17.779999999999973,308.8762300739636,34.91137658862902,,154.82374491698937,516.0791497232977,-1.392637603472666e-12,-2.717602740687868,-5.896090095425096e-11,0.0,-1.392637603472666e-12,-2.717602740687868,-5.896090095425096e-11,0.0,0.0,-1.3967859944471657,0.0,0.0,6.738158456210666e-13,1.320816746240702,5.896925869651021e-11,4.226308192301076e-11,0.04746671638632519,-0.601344373456478,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.5782593278827,70.33200001400839,296.28,-2239.5782593278827,-23.737,296.28,-2239.5782593278827,23.297500007004196,296.28,-2239.5782593278827,0.0,296.28,-2239.5782593278827,47.5,296.28,-2239.5782593278827,-47.5,296.28,-2239.5782593278827,0.0,17.079999999999984,-1901.921,100.0,546.579,-2133.264671333537,100.0,341.9216491947467
28,True,2.2737367544323206e-13,4,298.82,-1865.0,278.5,374.449059767956,20.319999999999993,307.34678625999385,34.65852425391525,,154.66926281822202,515.5642093940734,-1.597391308719431e-12,-3.1061886264627327,-5.895652404761312e-11,0.0,-1.597391308719431e-12,-3.1061886264627327,-5.895652404761312e-11,0.0,0.0,-1.596725082881231,0.0,0.0,7.756911320940103e-13,1.5094635435815011,5.89675425441517e-11,4.212097337585874e-11,0.05426639343838174,-0.6029458296557084,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.449059767956,70.33200001400839,298.82,-2239.449059767956,-23.737,298.82,-2239.449059767956,23.297500007004196,298.82,-2239.449059767956,0.0,298.82,-2239.449059767956,47.5,298.82,-2239.449059767956,-47.5,298.82,-2239.449059767956,0.0,19.620000000000005,-1901.921,100.0,546.579,-2132.8283728141946,100.0,343.7395753202969
29,True,5.684341886080802e-14,4,301.36,-1865.0,278.5,374.3025796880197,22.860000000000014,305.8132461489942,34.40517650030543,,154.51826019657716,515.0608673219238,-1.7965991137760032e-12,-3.4949175829031036,-5.896074767976945e-11,0.0,-1.7965991137760032e-12,-3.4949175829031036,-5.896074767976945e-11,0.0,0.0,-1.7967943573021459,0.0,0.0,8.718088679038532e-13,1.698123225600957,5.8974726756095e-11,4.199307568342192e-11,0.06107358388781015,-0.6045698574267323,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.3025796880197,70.33200001400833,301.36,-2239.3025796880197,-23.737,301.36,-2239.3025796880197,23.297500007004167,301.36,-2239.3025796880197,0.0,301.36,-2239.3025796880197,47.5,301.36,-2239.3025796880197,-47.5,301.36,-2239.3025796880197,0.0,22.160000000000025,-1901.921,100.0,546.579,-2132.3795876215004,100.0,345.55516829915763
30,True,5.684341886080802e-14,4,303.9,-1865.0,278.5,374.13879879144633,25.399999999999977,304.2755519992756,34.151315667534654,,154.3706370119057,514.5687900396855,-1.989474478298142e-12,-3.8838076828922334,-5.896550170977797e-11,0.0,-1.989474478298142e-12,-3.8838076828922334,-5.896550170977797e-11,0.0,0.0,-1.9970041741261295,0.0,0.0,9.614879595031761e-13,1.8868035087661035,5.898240233071262e-11,4.1879388845700305e-11,0.06788924346271431,-0.6062167811947297,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.1387987914463,70.33200001400827,303.9,-2239.1387987914463,-23.737,303.9,-2239.1387987914463,23.29750000700414,303.9,-2239.1387987914463,0.0,303.9,-2239.1387987914463,47.5,303.9,-2239.1387987914463,-47.5,303.9,-2239.1387987914463,0.0,24.69999999999999,-1901.921,100.0,546.579,-2131.9183010893817,100.0,347.36842539095915
31,True,5.684341886080802e-14,4,306.44,-1865.0,278.5,373.95769434670865,27.939999999999998,302.73364523225166,33.89692387123605,,154.22629178822055,514.0876392940684,-2.2021400592163302e-12,-4.272877066524019,-5.8967608784967e-11,0.0,-2.2021400592163302e-12,-4.272877066524019,-5.8967608784967e-11,0.0,0.0,-2.197364960340392,0.0,0.0,1.0708691137720606e-12,2.0755121061836275,5.898856685098601e-11,4.172306944383308e-11,0.07471433379331913,-0.6078869355550937,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.9576943467086,70.33200001400822,306.44,-2238.9576943467086,-23.737,306.44,-2238.9576943467086,23.29750000700411,306.44,-2238.9576943467086,0.0,306.44,-2238.9576943467086,47.5,306.44,-2238.9576943467086,-47.5,306.44,-2238.9576943467086,0.0,27.24000000000001,-1901.921,100.0,546.579,-2131.44449679234,100.0,349.1793435265818
32,True,5.684341886080802e-14,4,308.98,-1865.0,278.5,373.75924117151453,30.480000000000018,301.1874664062497,33.64198299252812,,154.08512142808434,513.6170714269477,-2.395401960593255e-12,-4.662143948843412,-5.895831284632424e-11,0.0,-2.395401960593255e-12,-4.662143948843412,-5.895831284632424e-11,0.0,0.0,-2.3978872187901907,0.0,0.0,1.1609956550778927e-12,2.264256730053223,5.898306367241492e-11,4.1595171751396265e-11,0.08154982310126489,-0.6095806655563886,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.7592411715145,70.33200001400824,308.98,-2238.7592411715145,-23.737,308.98,-2238.7592411715145,23.297500007004125,308.98,-2238.7592411715145,0.0,308.98,-2238.7592411715145,47.5,308.98,-2238.7592411715145,-47.5,308.98,-2238.7592411715145,0.0,29.78000000000003,-1901.921,100.0,546.579,-2130.958156533987,100.0,350.98791930601317
33,True,1.1368683772161603e-13,4,311.52,-1865.0,278.5,373.54341161517823,33.01999999999998,299.63695518958554,33.38647466731343,,153.9470210188562,513.1567367295205,-2.6036078107056926e-12,-5.051626627674476,-5.895428857135396e-11,0.0,-2.6036078107056926e-12,-5.051626627674476,-5.895428857135396e-11,0.0,0.0,-2.598581533573854,0.0,0.0,1.2658386300626735e-12,2.453045094100621,5.898365779938772e-11,4.1453063204244245e-11,0.08839668689971959,-0.6112983269966764,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.5434116151782,70.33200001400823,311.52,-2238.5434116151782,-23.737,311.52,-2238.5434116151782,23.297500007004118,311.52,-2238.5434116151782,0.0,311.52,-2238.5434116151782,47.5,311.52,-2238.5434116151782,-47.5,311.52,-2238.5434116151782,0.0,32.31999999999999,-1901.921,100.0,546.579,-2130.459260334306,100.0,352.79414899596816
