# format_version: 3
# timestamp: 1788679590.2440104
# geometry_path: C:\Users\rapha\Documents\BSSR\Suspension_App\BSSR-suspension\models\aurora\rear.yaml
# geometry_hash: eef84e167d20212807fe946cf822463f1ca2655b1565eae5050e94db24b60b50
# sweep_path: C:\Users\rapha\Documents\BSSR\Suspension_App\BSSR-suspension\models\aurora\outputs\rear\_resolved_sweeps\02_damper_stroke.yaml
# sweep_hash: 2197668860144655f0594f9227bc9c4d4453ac39e8ee390962424d3f5293f8d3
# column_units: {"anti_dive": "%", "anti_lift": "%", "anti_squat": "%", "axle_inboard_x": "mm", "axle_inboard_y": "mm", "axle_inboard_z": "mm", "axle_midpoint_x": "mm", "axle_midpoint_y": "mm", "axle_midpoint_z": "mm", "axle_outboard_x": "mm", "axle_outboard_y": "mm", "axle_outboard_z": "mm", "camber": "deg", "caster": "deg", "damper_length": "mm", "deriv_camber_wrt_hub_z": "deg/mm", "deriv_caster_wrt_hub_z": "deg/mm", "deriv_damper_length_wrt_hub_z": "mm/mm", "deriv_half_track_wrt_hub_z": "mm/mm", "deriv_kpi_wrt_hub_z": "deg/mm", "deriv_steer_angle_wrt_hub_z": "deg/mm", "deriv_toe_angle_wrt_hub_z": "deg/mm", "deriv_wheel_center_x_wrt_hub_z": "mm/mm", "fvic_y": "mm", "fvic_z": "mm", "fvsa_length": "mm", "half_track": "mm", "kpi": "deg", "mechanical_trail": "mm", "scrub_radius": "mm", "steer_angle": "deg", "steering_axis_offset_ground": "mm", "strut_bottom_x": "mm", "strut_bottom_y": "mm", "strut_bottom_z": "mm", "strut_top_x": "mm", "strut_top_y": "mm", "strut_top_z": "mm", "svic_x": "mm", "svic_z": "mm", "svsa_angle": "deg", "svsa_length": "mm", "target_damper_length_left": "mm", "toe_angle": "deg", "trailing_arm_outboard_x": "mm", "trailing_arm_outboard_y": "mm", "trailing_arm_outboard_z": "mm", "trailing_arm_pivot_a_x": "mm", "trailing_arm_pivot_a_y": "mm", "trailing_arm_pivot_a_z": "mm", "trailing_arm_pivot_b_x": "mm", "trailing_arm_pivot_b_y": "mm", "trailing_arm_pivot_b_z": "mm", "wheel_center_x": "mm", "wheel_center_y": "mm", "wheel_center_z": "mm", "wheel_contact_centre_x": "mm", "wheel_contact_centre_y": "mm", "wheel_contact_centre_z": "mm", "wheel_inboard_x": "mm", "wheel_inboard_y": "mm", "wheel_inboard_z": "mm", "wheel_outboard_x": "mm", "wheel_outboard_y": "mm", "wheel_outboard_z": "mm", "wheel_travel": "mm"}
#
step_index,solver_converged,solver_max_residual,solver_nfev,target_damper_length_left,camber,caster,kpi,steering_axis_offset_ground,scrub_radius,mechanical_trail,toe_angle,steer_angle,svic_x,svic_z,svsa_length,fvic_y,fvic_z,fvsa_length,wheel_travel,half_track,damper_length,svsa_angle,anti_dive,anti_lift,anti_squat,deriv_camber_wrt_hub_z,deriv_toe_angle_wrt_hub_z,deriv_steer_angle_wrt_hub_z,deriv_caster_wrt_hub_z,deriv_kpi_wrt_hub_z,deriv_half_track_wrt_hub_z,deriv_wheel_center_x_wrt_hub_z,deriv_damper_length_wrt_hub_z,trailing_arm_pivot_a_x,trailing_arm_pivot_a_y,trailing_arm_pivot_a_z,trailing_arm_pivot_b_x,trailing_arm_pivot_b_y,trailing_arm_pivot_b_z,trailing_arm_outboard_x,trailing_arm_outboard_y,trailing_arm_outboard_z,axle_inboard_x,axle_inboard_y,axle_inboard_z,axle_outboard_x,axle_outboard_y,axle_outboard_z,axle_midpoint_x,axle_midpoint_y,axle_midpoint_z,wheel_center_x,wheel_center_y,wheel_center_z,wheel_inboard_x,wheel_inboard_y,wheel_inboard_z,wheel_outboard_x,wheel_outboard_y,wheel_outboard_z,wheel_contact_centre_x,wheel_contact_centre_y,wheel_contact_centre_z,strut_top_x,strut_top_y,strut_top_z,strut_bottom_x,strut_bottom_y,strut_bottom_z
20,True,2.2737367544323206e-13,4,319.47232503936124,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,375.00000101480873,,,,7.515224638154905e-07,47.474,319.47232603936123,36.66891210031392,,,-1.399779913386134e-06,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2240.0000010148087,70.33200001400826,278.50000075152246,-2240.0000010148087,69.332,278.50000075152246,-2240.0000010148087,23.737,278.50000075152246,-2240.0000010148087,46.534499999999994,278.50000075152246,-2240.0000010148087,47.474,278.50000075152246,-2240.0000010148087,94.97399999999999,278.50000075152246,-2240.0000010148087,-0.026000000000003354,278.50000075152246,-2240.0000010148087,47.474,-0.6999992484775248,-1901.921,100.0,546.579,-2135.9700006318194,100.0,329.13100068005554
21,True,1.7053025658242404e-13,4,320.9723250393613,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.9913833771425,,,,-2.542273392743823,47.474,320.9723260393613,36.91863642486305,,,4.6980845615200275,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9913833771425,70.33200001400824,275.9577266072562,-2239.9913833771425,69.332,275.9577266072562,-2239.9913833771425,23.737,275.9577266072562,-2239.9913833771425,46.534499999999994,275.9577266072562,-2239.9913833771425,47.474,275.9577266072562,-2239.9913833771425,94.97399999999999,275.9577266072562,-2239.9913833771425,-0.026000000000003354,275.9577266072562,-2239.9913833771425,47.474,-3.2422733927438117,-1901.921,100.0,546.579,-2136.307021327606,100.0,327.2928237614301
22,True,1.7053025658242404e-13,4,322.4723250393612,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.96544579417696,,,,-5.0906995079868125,47.474,322.4723260393612,37.168618237318846,,,9.334596517835125,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.965445794177,70.33200001400843,273.4093004920132,-2239.965445794177,69.332,273.4093004920132,-2239.965445794177,23.737,273.4093004920132,-2239.965445794177,46.534499999999994,273.4093004920132,-2239.965445794177,47.474,273.4093004920132,-2239.965445794177,94.97399999999999,273.4093004920132,-2239.965445794177,-0.026000000000003354,273.4093004920132,-2239.965445794177,47.474,-5.790699507986801,-1901.921,100.0,546.579,-2136.632357476365,100.0,325.44786304086875
23,True,1.7053025658242404e-13,4,323.97232503936124,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.9220600931976,,,,-7.6452348936603585,47.474,323.97232603936123,37.41886699880886,,,13.911281504909692,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.9220600931976,70.3320000140084,270.85476510633964,-2239.9220600931976,69.332,270.85476510633964,-2239.9220600931976,23.737,270.85476510633964,-2239.9220600931976,46.534499999999994,270.85476510633964,-2239.9220600931976,47.474,270.85476510633964,-2239.9220600931976,94.97399999999999,270.85476510633964,-2239.9220600931976,-0.026000000000003354,270.85476510633964,-2239.9220600931976,47.474,-8.345234893660347,-1901.921,100.0,546.579,-2136.9459106969457,100.0,323.5961320678494
24,True,3.979039320256561e-13,4,325.4723250393616,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.86109649606306,,,,-10.205836314374153,47.474,325.4723260393616,37.66939223921742,,,18.429850773152513,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.861096496063,70.33200001400829,268.29416368562585,-2239.861096496063,69.332,268.29416368562585,-2239.861096496063,23.737,268.29416368562585,-2239.861096496063,46.534499999999994,268.29416368562585,-2239.861096496063,47.474,268.29416368562585,-2239.861096496063,94.97399999999999,268.29416368562585,-2239.861096496063,-0.026000000000003354,268.29416368562585,-2239.861096496063,47.474,-10.905836314374142,-1901.921,100.0,546.579,-2137.2475813759233,100.0,321.73764456156323
25,True,1.7053025658242404e-13,4,326.97232503936135,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.78242358328816,,,,-12.77245998792364,47.474,326.97232603936135,37.920203560473986,,,22.891981201697863,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.782423583288,70.33200001400823,265.72754001207636,-2239.782423583288,69.332,265.72754001207636,-2239.782423583288,23.737,265.72754001207636,-2239.782423583288,46.534499999999994,265.72754001207636,-2239.782423583288,47.474,265.72754001207636,-2239.782423583288,94.97399999999999,265.72754001207636,-2239.782423583288,-0.026000000000003354,265.72754001207636,-2239.782423583288,47.474,-13.472459987923628,-1901.921,100.0,546.579,-2137.5372686400324,100.0,319.87241441471406
26,True,5.684341886080802e-14,4,328.4723250393612,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.68590825707315,,,,-15.345061572979546,47.474,328.4723260393612,38.17131063991057,,,27.299316674967177,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.685908257073,70.33200001400822,263.15493842702045,-2239.685908257073,69.332,263.15493842702045,-2239.685908257073,23.737,263.15493842702045,-2239.685908257073,46.534499999999994,263.15493842702045,-2239.685908257073,47.474,263.15493842702045,-2239.685908257073,94.97399999999999,263.15493842702045,-2239.685908257073,-0.026000000000003354,263.15493842702045,-2239.685908257073,47.474,-16.045061572979535,-1901.921,100.0,546.579,-2137.814870327788,100.0,318.0004556974229
27,True,5.684341886080802e-14,4,329.97232503936124,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.5714157032389,,,,-17.923596156401345,47.474,329.97232603936123,38.42272323368959,,,31.653469423809785,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.571415703239,70.33200001400832,260.57640384359865,-2239.571415703239,69.332,260.57640384359865,-2239.571415703239,23.737,260.57640384359865,-2239.571415703239,46.534499999999994,260.57640384359865,-2239.571415703239,47.474,260.57640384359865,-2239.571415703239,94.97399999999999,260.57640384359865,-2239.571415703239,-0.026000000000003354,260.57640384359865,-2239.571415703239,47.474,-18.623596156401334,-1901.921,100.0,546.579,-2138.0802829602703,100.0,316.121782661255
28,True,1.7053025658242404e-13,4,331.47232503936135,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.43880935203106,,,,-20.508018240182707,47.474,331.47232603936135,38.67445118030744,,,35.95602133331639,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.438809352031,70.33200001400854,257.9919817598173,-2239.438809352031,69.332,257.9919817598173,-2239.438809352031,23.737,257.9919817598173,-2239.438809352031,46.534499999999994,257.9919817598173,-2239.438809352031,47.474,257.9919817598173,-2239.438809352031,94.97399999999999,257.9919817598173,-2239.438809352031,-0.026000000000003354,257.9919817598173,-2239.438809352031,47.474,-21.208018240182696,-1901.921,100.0,546.579,-2138.333401711036,100.0,314.236409743361
29,True,1.7053025658242404e-13,4,332.972325039361,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.28795083774776,,,,-23.098281727998284,47.474,332.972326039361,38.92650440417612,,,40.208525219275494,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.2879508377478,70.3320000140082,255.40171827200172,-2239.2879508377478,69.332,255.40171827200172,-2239.2879508377478,23.737,255.40171827200172,-2239.2879508377478,46.534499999999994,255.40171827200172,-2239.2879508377478,47.474,255.40171827200172,-2239.2879508377478,94.97399999999999,255.40171827200172,-2239.2879508377478,-0.026000000000003354,255.40171827200172,-2239.2879508377478,47.474,-23.798281727998273,-1901.921,100.0,546.579,-2138.5741203751327,100.0,312.34435157074745
30,True,2.2737367544323206e-13,4,334.47232503936095,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,374.1186999571478,,,,-25.694339911351847,47.474,334.47232603936095,39.178892919287975,,,44.41250607524413,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2239.118699957148,70.33200001400834,252.80566008864815,-2239.118699957148,69.332,252.80566008864815,-2239.118699957148,23.737,252.80566008864815,-2239.118699957148,46.534499999999994,252.80566008864815,-2239.118699957148,47.474,252.80566008864815,-2239.118699957148,94.97399999999999,252.80566008864815,-2239.118699957148,-0.026000000000003354,252.80566008864815,-2239.118699957148,47.474,-26.394339911351835,-1901.921,100.0,546.579,-2138.8023313371727,100.0,310.44562296467024
31,True,1.7053025658242404e-13,4,335.97232503936124,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,373.9309146265914,,,,-28.296145455293043,47.474,335.97232603936123,39.431626832966145,,,48.569462292105115,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.9309146265914,70.33200001400829,250.20385454470696,-2238.9309146265914,69.332,250.20385454470696,-2238.9309146265914,23.737,250.20385454470696,-2238.9309146265914,46.534499999999994,250.20385454470696,-2238.9309146265914,47.474,250.20385454470696,-2238.9309146265914,94.97399999999999,250.20385454470696,-2238.9309146265914,-0.026000000000003354,250.20385454470696,-2238.9309146265914,47.474,-28.996145455293032,-1901.921,100.0,546.579,-2139.0179255384382,100.0,308.54023894516854
32,True,1.7053025658242404e-13,4,337.472325039361,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,373.7244508378708,,,,-30.90365038370473,47.474,337.472326039361,39.68471634970593,,,52.68086685199602,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.724450837871,70.3320000140083,247.59634961629527,-2238.724450837871,69.332,247.59634961629527,-2238.724450837871,23.737,247.59634961629527,-2238.724450837871,46.534499999999994,247.59634961629527,-2238.724450837871,47.474,247.59634961629527,-2238.724450837871,94.97399999999999,247.59634961629527,-2238.724450837871,-0.026000000000003354,247.59634961629527,-2238.724450837871,47.474,-31.603650383704718,-1901.921,100.0,546.579,-2139.2207924429736,100.0,306.62821473573274
33,True,1.7053025658242404e-13,4,338.972325039361,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,373.4991626126698,,,,-33.516806064132794,47.474,338.972326039361,39.93817177511129,,,56.7481684984138,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.49916261267,70.33200001400833,244.9831939358672,-2238.49916261267,69.332,244.9831939358672,-2238.49916261267,23.737,244.9831939358672,-2238.49916261267,46.534499999999994,244.9831939358672,-2238.49916261267,47.474,244.9831939358672,-2238.49916261267,94.97399999999999,244.9831939358672,-2238.49916261267,-0.026000000000003354,244.9831939358672,-2238.49916261267,47.474,-34.21680606413278,-1901.921,100.0,546.579,-2139.410820002635,100.0,304.7095657681174
34,True,1.7053025658242404e-13,4,340.4723250393611,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,373.2549019556118,,,,-36.135563192140296,47.474,340.4723260393611,40.19200351992986,,,60.772792884280506,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2238.254901955612,70.33200001400837,242.3644368078597,-2238.254901955612,69.332,242.3644368078597,-2238.254901955612,23.737,242.3644368078597,-2238.254901955612,46.534499999999994,242.3644368078597,-2238.254901955612,47.474,242.3644368078597,-2238.254901955612,94.97399999999999,242.3644368078597,-2238.254901955612,-0.026000000000003354,242.3644368078597,-2238.254901955612,47.474,-36.835563192140285,-1901.921,100.0,546.579,-2139.5878946210487,100.0,302.7843076873075
35,True,2.2737367544323206e-13,4,341.9723250393611,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,372.99151880582804,,,,-38.7598717751772,47.474,341.9723260393611,40.446222104193104,,,64.75614369974801,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2237.991518805828,70.33200001400824,239.7401282248228,-2237.991518805828,69.332,239.7401282248228,-2237.991518805828,23.737,239.7401282248228,-2237.991518805828,46.534499999999994,239.7401282248228,-2237.991518805828,47.474,239.7401282248228,-2237.991518805828,94.97399999999999,239.7401282248228,-2237.991518805828,-0.026000000000003354,239.7401282248228,-2237.991518805828,47.474,-39.45987177517719,-1901.921,100.0,546.579,-2139.7519011164372,100.0,300.85245635663495
36,True,1.1368683772161603e-13,4,343.4723250393612,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,372.7088609870011,,,,-41.38968111593272,47.474,343.4723260393612,40.70083816146423,,,68.69960378145353,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2237.708860987001,70.33200001400834,237.11031888406728,-2237.708860987001,69.332,237.11031888406728,-2237.708860987001,23.737,237.11031888406728,-2237.708860987001,46.534499999999994,237.11031888406728,-2237.708860987001,47.474,237.11031888406728,-2237.708860987001,94.97399999999999,237.11031888406728,-2237.708860987001,-0.026000000000003354,237.11031888406728,-2237.708860987001,47.474,-42.089681115932706,-1901.921,100.0,546.579,-2139.9027226832754,100.0,298.91402786306287
37,True,1.7053025658242404e-13,4,344.972325039361,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,372.40677415581285,,,,-44.02493979516322,47.474,344.972326039361,40.955862443200985,,,72.60453620496857,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2237.406774155813,70.33200001400834,234.47506020483678,-2237.406774155813,69.332,234.47506020483678,-2237.406774155813,23.737,234.47506020483678,-2237.406774155813,46.534499999999994,234.47506020483678,-2237.406774155813,47.474,234.47506020483678,-2237.406774155813,94.97399999999999,234.47506020483678,-2237.406774155813,-0.026000000000003354,234.47506020483678,-2237.406774155813,47.474,-44.72493979516321,-1901.921,100.0,546.579,-2140.0402408527184,100.0,296.9690385226336
38,True,3.979039320256561e-13,4,346.4723250393616,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,372.08510174873527,,,,-46.66559565396807,47.474,346.4723260393616,41.2113058232378,,,76.4722853621349,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2237.0851017487353,70.33200001400837,231.83440434603193,-2237.0851017487353,69.332,231.83440434603193,-2237.0851017487353,23.737,231.83440434603193,-2237.0851017487353,46.534499999999994,231.83440434603193,-2237.0851017487353,47.474,231.83440434603193,-2237.0851017487353,94.97399999999999,231.83440434603193,-2237.0851017487353,-0.026000000000003354,231.83440434603193,-2237.0851017487353,47.474,-47.36559565396806,-1901.921,100.0,546.579,-2140.1643354517623,100.0,295.01750488609196
39,True,1.7053025658242404e-13,4,347.972325039361,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,371.74368492710346,,,,-49.31159577548408,47.474,347.972326039361,41.46717930239206,,,80.304178024973,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2236.7436849271035,70.33200001400833,229.18840422451592,-2236.7436849271035,69.332,229.18840422451592,-2236.7436849271035,23.737,229.18840422451592,-2236.7436849271035,46.534499999999994,229.18840422451592,-2236.7436849271035,47.474,229.18840422451592,-2236.7436849271035,94.97399999999999,229.18840422451592,-2236.7436849271035,-0.026000000000003354,229.18840422451592,-2236.7436849271035,47.474,-50.01159577548407,-1901.921,100.0,546.579,-2140.2748845610818,100.0,293.05944374469664
40,True,3.979039320256561e-13,4,349.4723250393616,-180.0,-0.0,90.0,,,,180.0,-180.0,-1865.0,278.5,371.3823625203927,,,,-51.962886465997116,47.474,349.4723260393616,41.723494013202604,,,84.10152439788851,,,,,,,,,-1865.0,130.0,278.5,-1865.0,0.0,278.5,-2236.3823625203927,70.33200001400829,226.53711353400288,-2236.3823625203927,69.332,226.53711353400288,-2236.3823625203927,23.737,226.53711353400288,-2236.3823625203927,46.534499999999994,226.53711353400288,-2236.3823625203927,47.474,226.53711353400288,-2236.3823625203927,94.97399999999999,226.53711353400288,-2236.3823625203927,-0.026000000000003354,226.53711353400288,-2236.3823625203927,47.474,-52.662886465997104,-1901.921,100.0,546.579,-2140.371764471495,100.0,291.09487213621003
