fvsa_length,bump_steer,bump_scrub,joint_force,lower_wishbone_inboard_front.y,lower_wishbone_inboard_rear.y,lower_wishbone_inboard_front.z,lower_wishbone_inboard_rear.z,upper_wishbone_inboard_front.y,upper_wishbone_inboard_rear.y,upper_wishbone_inboard_front.z,upper_wishbone_inboard_rear.z,lower_wishbone_outboard.x,lower_wishbone_outboard.y,lower_wishbone_outboard.z,upper_wishbone_outboard.x,upper_wishbone_outboard.y,upper_wishbone_outboard.z,axle_outboard.x,axle_outboard.y,axle_outboard.z,axle_inboard.x,axle_inboard.y,axle_inboard.z,lower_wishbone_inboard_front.x,lower_wishbone_inboard_rear.x,upper_wishbone_inboard_front.x,upper_wishbone_inboard_rear.x,strut_top.x,strut_top.y,strut_top.z,strut_bottom.x,strut_bottom.y,strut_bottom.z,trackrod_outboard.x,trackrod_outboard.z,trackrod_outboard.y,trackrod_inboard.x,trackrod_inboard.z,trackrod_inboard.y
3634112.6724760686,0.0023669467796626482,0.9338382784334103,3081.123676591269,111.82478697065636,111.82478697065636,160.41321897025077,160.41321897025077,210.95721439274968,210.95721439274968,463.84472414148826,463.84472414148826,14.678813098774727,474.2282474261046,158.95066097208738,-22.653638173946884,424.9308081823156,462.9990771426132,0.0,523.737,278.5,0.0,423.73699999999997,278.5,76.8279473966828,-238.27764383264343,153.99962122504434,-240.62275953452664,-47.19046386242016,319.6016916172671,452.5098681172918,-47.19046386242016,378.4649222555812,433.81924118613017,-124.37380726807069,458.29642756681227,430.66369690612936,-227.45901066253307,459.146192028821,214.95046596491196
277734292.8171643,0.16628484110764707,0.1551964615838415,3332.0402570530796,100.43446270905018,100.43446270905018,160.0981204990403,160.0981204990403,273.9135859413544,273.9135859413544,462.1868239600873,462.1868239600873,14.779784678411707,472.89515993164895,158.12831344814398,-22.458471936611105,420.9095924537762,461.4095756947063,0.0,523.737,278.5,0.0,423.73699999999997,278.5,234.21770578748178,-79.98048269811692,176.42176973876187,-181.09793360259158,-9.547112909615208,284.17654135374204,422.07157996916845,-9.547112909615208,390.6567126634262,381.8304644472478,-123.9657768269196,418.6845972108556,430.383799760427,-178.29797361746614,419.66766625952994,254.68603767416667
297965473.5103341,0.69838035241673,0.20031762486049481,2820.420378467907,102.26998102763638,102.26998102763638,160.0159909077773,160.0159909077773,276.1051196032599,276.1051196032599,462.0570003354226,462.0570003354226,14.788802722004524,472.29430656376667,158.0548673770215,-22.444903769031093,419.1381393129561,461.2990718375419,0.0,523.737,278.5,0.0,423.73699999999997,278.5,221.76594685530898,-215.37132077863114,117.28716176050081,-200.58939270903866,-28.110543976939454,350.77915465229626,434.8970135720751,-28.110543976939454,391.7287635062328,394.32595360934556,-122.67704288732088,420.2884106693457,426.9736469857061,-211.27740312985293,416.9975701099173,177.7761912113785
228150606.5566333,0.07537336116559853,0.7129719087833383,2895.155154465143,101.67049266418698,101.67049266418698,160.0886758335662,160.0886758335662,226.01404625928478,226.01404625928478,462.4475038713698,462.4475038713698,14.588565739518236,472.5846717752165,159.68566673008212,-22.559979945326457,420.64184642019427,462.236292082898,0.0,523.737,278.5,0.0,423.73699999999997,278.5,220.22207613665034,-169.83639686412027,129.94945191127346,-172.7270540992174,-5.967977710791217,334.28566162723706,442.86485769427895,-5.967977710791217,377.67990916405813,412.2376569212754,-124.29190577558907,456.1798344162988,431.0585551374258,-216.46492811387398,456.4452443742447,224.4620978089919
142246656.36287144,0.03294060398848554,0.7767187851853392,2941.0189337367046,103.2954422863115,103.2954422863115,160.0915324959566,160.0915324959566,227.23987238276982,227.23987238276982,462.4434111060684,462.4434111060684,14.589076630149895,474.18985371681885,159.6815058597911,-22.558579612141145,425.2882048406374,462.2248872843222,0.0,523.737,278.5,0.0,423.73699999999997,278.5,76.35128989574218,-241.35755599929038,161.93722571978455,-132.81356916876115,-19.09497766883152,340.6389724011347,448.4286442806285,-19.09497766883152,403.592166017992,410.51553160393433,-123.93854425923801,455.00641370524596,432.2422792846841,-195.89317368183663,455.6266949376555,231.10817240154122
272590738.07591414,0.23959335214300437,0.11315957461701782,4180.508075210579,101.78064495184827,101.78064495184827,160.02755024557712,160.02755024557712,276.339998608654,276.339998608654,462.1071024749034,462.1071024749034,14.787863975026731,473.1882884391619,158.06251285761687,-22.44967854708317,421.74450429284514,461.3379592841147,0.0,523.737,278.5,0.0,423.73699999999997,278.5,239.0059768003088,-74.59257053705319,132.50795242924383,-232.7583438625509,-21.251164845922943,318.2641432455672,392.3303296831602,-21.251164845922947,398.8353649960573,389.77799559107746,-123.61832355207474,419.7903773776788,430.9831185122136,-199.60795434352553,418.30983021773994,251.64935593823128
367605.8277992173,0.21472106082505063,0.04304276935799661,3261.8864286887238,100.69680952701032,100.69680952701032,160.08132762533808,160.08132762533808,282.27236143714174,282.27236143714174,462.163404974026,462.163404974026,14.753351677387565,473.16442329305636,158.3435929656156,-22.485245223828855,421.7647941908359,461.6276266208233,0.0,523.737,278.5,0.0,423.73699999999997,278.5,236.2817242594931,-237.11079841816678,126.18018536706906,-208.58136200790597,-27.709973418657597,288.2999148927377,426.3116992313957,-27.709973418657597,399.7181042673458,382.2421465351976,-120.5608148141331,419.01535216915687,426.23818687857295,-186.38705272251192,418.54997533435005,255.2470899307325
121056055.89926817,0.03820990484670715,0.26705672353745824,3495.8264985294177,100.05317446590928,100.05317446590928,160.06432214880482,160.06432214880482,271.39241259806596,271.39241259806596,462.14842838571604,462.14842838571604,14.786226228452511,473.1678052189771,158.07585123307854,-22.450888320578237,421.68965557063615,461.3478120985579,0.0,523.737,278.5,0.0,423.73699999999997,278.5,239.94573920053625,-241.4991036929598,124.98826918250506,-209.32587598452542,-77.24890514552122,331.06083406406196,447.75513467552685,-77.24890514552123,343.0362478269762,385.3766501308261,-124.07903229903842,418.55270672958227,431.27160700443625,-197.95883517456434,419.7945135676991,265.11194653197487
26143.957932971476,0.07335286269220762,0.3089486368474756,2752.305109520243,108.07793380366022,108.07793380366022,160.09993498069417,160.09993498069417,275.8052233471742,275.8052233471742,515.2653963407668,515.2653963407668,14.775491626409968,472.06926886838846,158.16327755087946,-29.20859531390173,408.80937374429084,516.384918910931,0.0,523.737,278.5,0.0,423.73699999999997,278.5,245.97919203195656,-247.48388152338774,176.1239240117752,-101.96464969493802,19.025362950167143,328.1572712250093,508.4027734036444,19.025362950167153,372.3090130243985,432.1537820719165,-120.89613200624912,419.95508482275767,431.40408173768554,-191.23651717685735,419.76204690336124,266.6408205209194
1638006.8646837939,0.10023175883635764,0.053253731504108136,2790.8844131890532,100.60798347598188,100.60798347598188,160.05999764770314,160.05999764770314,283.617740106723,283.617740106723,462.1973468054021,462.1973468054021,14.754088276676823,472.41826808528515,158.3375938458253,-22.480944526860355,419.59254246062585,461.59260025483013,0.0,523.737,278.5,0.0,423.73699999999997,278.5,247.9439075457829,-237.35384473932658,190.32088491869575,-232.62037344491267,-47.03571369701743,363.0847621133934,433.3972778352593,-47.03571369701743,395.86781681881007,391.33834241591285,-122.77825547219547,418.9410284680062,427.83128200132757,-178.62295713108122,418.9099613409129,271.508019160248
