sweep,kind,group,characteristic,column,unit,at_design,min,max,range,at_start,at_end
04_steer_design,steer,axle,Ackermann,ackermann_percent,%,,43.706491714436275,60.93593771457453,17.229446000138253,60.93593771457453,60.935906164922606
04_steer_design,steer,axle,Steering ratio,steer_per_rack_left,deg/mm,-0.6832501761521889,-0.9022292195167144,-0.6728798082964454,0.22934941122026897,-0.9022292195167144,-0.6815380803855868
04_steer_design,steer,gradient,Camber gain,deriv_camber_wrt_hub_z_left,deg/mm,-0.0089095509435239,-0.0201006800020985,-0.0035536001811658,0.016547079820932703,-0.0201006800020985,-0.0035536001811658
04_steer_design,steer,gradient,Bump steer rate,deriv_toe_angle_wrt_hub_z_left,deg/mm,-0.0003722244040156,-0.0368606195740103,0.0309342521073458,0.0677948716813561,0.0309342521073458,-0.0368606195740103
04_steer_design,steer,gradient,ISO steer gain in bump,deriv_steer_angle_wrt_hub_z_left,deg/mm,0.0003722244040156,-0.0309342521073458,0.0368606195740103,0.0677948716813561,-0.0309342521073458,0.0368606195740103
04_steer_design,steer,gradient,Caster gain,deriv_caster_wrt_hub_z_left,deg/mm,0.0002706353676641,0.0002453831463763,0.0003150098381499,6.962669177360003e-05,0.0003150098381499,0.0002453831463763
04_steer_design,steer,gradient,KPI gain,deriv_kpi_wrt_hub_z_left,deg/mm,0.0089751842066832,0.0081571358990533,0.0103978008322181,0.0022406649331648005,0.0103978008322181,0.0081571358990533
04_steer_design,steer,gradient,Half-track change rate,deriv_half_track_wrt_hub_z_left,mm/mm,0.0287694301939025,0.0283842808971482,0.0964873127169436,0.06810303181979539,0.0964873127169436,0.0874562598736306
04_steer_design,steer,gradient,Wheel-centre recession rate,deriv_wheel_center_x_wrt_hub_z_left,mm/mm,-0.0003095510246299,-0.0281107891478773,0.0223605752418576,0.0504713643897349,0.0223605752418576,-0.0281107891478773
04_steer_design,steer,gradient,Damper rate vs wheel,deriv_damper_length_wrt_hub_z_left,mm/mm,-0.5094208278935043,-0.510439074492018,-0.5079686415405303,0.0024704329514876333,-0.5079686415405303,-0.510439074492018
04_steer_design,steer,gradient,Toe per rack,deriv_toe_angle_wrt_rack_displacement_left,deg/mm,0.6832501761521889,0.6728798082964454,0.9022292195167144,0.22934941122026897,0.9022292195167144,0.6815380803855868
04_steer_design,steer,gradient,Steer per rack,deriv_steer_angle_wrt_rack_displacement_left,deg/mm,-0.6832501761521889,-0.9022292195167144,-0.6728798082964454,0.22934941122026897,-0.9022292195167144,-0.6815380803855868
04_steer_design,steer,gradient,Camber per rack,deriv_camber_wrt_rack_displacement_left,deg/mm,-0.1195763604225983,-0.2852939372872599,-0.0842894760692915,0.2010044612179684,-0.2852939372872599,-0.0842894760692915
05_steer_bump,steer,corner,Camber,camber_left,deg,-0.8833210128712865,-4.042616311666314,4.663720348844183,8.706336660510498,4.663720348844183,-4.042616311666314
05_steer_bump,steer,corner,Caster,caster_left,deg,10.027917693086556,10.025723794367773,10.032126861185192,0.006403066817419756,10.032126861185192,10.025723794367773
05_steer_bump,steer,corner,Kingpin inclination,kpi_left,deg,10.88435515415629,10.8175983004648,11.011233701830074,0.1936354013652739,11.011233701830074,10.8175983004648
05_steer_bump,steer,corner,Toe (positive = toe-in),toe_angle_left,deg,-0.005817878186571,-24.61299214549333,21.66739553837151,46.280387683864845,-24.61299214549333,21.66739553837151
05_steer_bump,steer,corner,ISO steer angle,steer_angle_left,deg,0.005817878186571,-21.66739553837151,24.61299214549333,46.280387683864845,24.61299214549333,-21.66739553837151
05_steer_bump,steer,corner,Scrub radius (ISO unsigned),scrub_radius_left,mm,49.26641945741329,25.828118152583404,68.21245000538161,42.38433185279821,68.21245000538161,25.828118152583404
05_steer_bump,steer,corner,Scrub radius (signed lateral),scrub_radius_signed_left,mm,-1.586617689734819,-2.236659839798624,-1.054940266964087,1.1817195728345369,-2.236659839798624,-1.054940266964087
05_steer_bump,steer,corner,Steering-axis offset at ground,steering_axis_offset_ground_left,mm,-1.586617689734819,-2.236659839798624,-1.054940266964087,1.1817195728345369,-2.236659839798624,-1.054940266964087
05_steer_bump,steer,corner,Mechanical trail,mechanical_trail_left,mm,49.24086443656744,25.806564830231597,68.17577053834977,42.36920570811817,68.17577053834977,25.806564830231597
05_steer_bump,steer,corner,Half track,half_track_left,mm,449.1393549179152,420.0720844188575,459.18892729477113,39.11684287591362,420.0720844188575,459.18892729477113
05_steer_bump,steer,corner,Wheel travel,wheel_travel_left,mm,49.99999999903622,49.999999944700846,50.00000012226286,1.7756201486918144e-07,49.99999994713954,50.00000000257654
05_steer_bump,steer,corner,Damper length,damper_length_left,mm,217.0122076817958,214.7306917425493,218.2880077618116,3.557316019262288,214.7306917425493,218.2880077618116
05_steer_bump,steer,corner,Motion ratio (damper/wheel),motion_ratio_left,mm/mm,0.5222974780892077,0.5199519719602025,0.5245431809875567,0.004591209027354215,0.5199519719602025,0.5245431809875567
05_steer_bump,steer,corner,Motion ratio squared,motion_ratio_sq_left,-,0.27279465561834637,0.2703500531453032,0.27514554872054464,0.0047954955752414485,0.2703500531453032,0.27514554872054464
05_steer_bump,steer,corner,"Front-view IC, y",fvic_y_left,mm,-1606.5498251188988,-1699.3815547838296,-1451.1457151279535,248.23583965587613,-1451.1457151279535,-1699.3815547838296
05_steer_bump,steer,corner,"Front-view IC, z",fvic_z_left,mm,-371.1390131883973,-373.36419428442224,-368.1961350575984,5.168059226823857,-373.36419428442224,-368.1961350575984
05_steer_bump,steer,corner,Front-view swing-arm length,fvsa_length_left,mm,2098.2504306371206,1918.5275863093716,2198.688505325121,280.1609190157492,1918.5275863093716,2198.688505325121
05_steer_bump,steer,corner,"Camber, road-relative",camber_road_left,deg,-0.8833210123189479,-4.042616320434873,4.6637203523273145,8.706336672762188,4.6637203523273145,-4.042616320434873
05_steer_bump,steer,axle,Track,track,mm,907.084,907.084,907.084,0.0,907.084,907.084
05_steer_bump,steer,axle,Track change,track_change,mm,-8.80529270738873,-27.82297295192689,-8.80529270738873,19.01768024453816,-27.82297295192689,-27.822966576786484
05_steer_bump,steer,axle,Track change rate,track_change_rate,mm/mm,-0.4095552975157218,-0.4147754228161094,-0.2774891417422178,0.13728628107389163,-0.2774891417422178,-0.3391069256177592
05_steer_bump,steer,axle,Roll-centre height,roll_center_z,mm,-42.53411827355039,-42.53411827355039,-41.78509151008787,0.7490267634625241,-41.78509225310769,-41.78509151008787
05_steer_bump,steer,axle,Roll-centre lateral position,roll_center_y,mm,-1.195311995161319e-06,-14.16922565184467,14.169230651790542,28.338456303635212,14.169230651790542,-14.16922565184467
05_steer_bump,steer,axle,Body roll,roll,deg,-5.523386288609307e-10,-3.4831309804547483e-09,1.2790103069842271e-08,1.627323405029702e-08,-3.4831309804547483e-09,8.768559461638843e-09
05_steer_bump,steer,axle,Heave,heave,mm,50.00000000332449,49.99999992442156,50.00000006003293,1.356113727979391e-07,49.99999997394335,49.99999993509968
05_steer_bump,steer,axle,Ride-height change,ride_height_change,mm,-50.03317939521753,-50.68616025362495,-50.03317939521753,0.6529808584074175,-50.68616025362495,-50.68616001043263
05_steer_bump,steer,axle,Rack displacement,rack_displacement,mm,2.373524239374092e-07,-34.99999991167175,34.99999979001947,69.99999970169122,-34.99999991167175,34.99999979001947
05_steer_bump,steer,axle,Ackermann error (inner - outer),ackermann_error,deg,-2.515106524599714e-06,-2.515106524599714e-06,2.9455957896521525,2.945598304758677,2.9455957896521525,2.9455931559438966
05_steer_bump,steer,axle,Ackermann,ackermann_percent,%,-1050.4055326236728,-1050.4055326236728,408.3087119472789,1458.7142445709517,80.29855370794897,80.29848805409381
05_steer_bump,steer,axle,Steering ratio,steer_per_rack_left,deg/mm,-0.635236087087264,-0.8402354843135623,-0.6126348218447689,0.2276006624687934,-0.8402354843135623,-0.6126348218447689
05_steer_bump,steer,gradient,Camber gain,deriv_camber_wrt_hub_z_left,deg/mm,-0.0279676217101598,-0.0429559478673477,-0.0207335447334979,0.0222224031338498,-0.0429559478673477,-0.0207335447334979
05_steer_bump,steer,gradient,Bump steer rate,deriv_toe_angle_wrt_hub_z_left,deg/mm,0.0002167045457976,-0.0474686881765976,0.0432342302166099,0.0907029183932075,0.0432342302166099,-0.0474686881765976
05_steer_bump,steer,gradient,ISO steer gain in bump,deriv_steer_angle_wrt_hub_z_left,deg/mm,-0.0002167045457976,-0.0432342302166099,0.0474686881765976,0.0907029183932075,-0.0432342302166099,0.0474686881765976
05_steer_bump,steer,gradient,Caster gain,deriv_caster_wrt_hub_z_left,deg/mm,0.0009208590221424,0.0008796114636562,0.001003226272188,0.00012361480853180008,0.001003226272188,0.0008796114636562
05_steer_bump,steer,gradient,KPI gain,deriv_kpi_wrt_hub_z_left,deg/mm,0.0279294036394872,0.0268526613700138,0.0300562477804189,0.0032035864104051,0.0300562477804189,0.0268526613700138
05_steer_bump,steer,gradient,Half-track change rate,deriv_half_track_wrt_hub_z_left,mm/mm,-0.2047776487578609,-0.2073877114080547,-0.1387445708711089,0.06864314053694581,-0.1387445708711089,-0.1695534628088796
05_steer_bump,steer,gradient,Wheel-centre recession rate,deriv_wheel_center_x_wrt_hub_z_left,mm/mm,0.0001802318527933,-0.0370209566300287,0.0316340411185966,0.0686549977486253,0.0316340411185966,-0.0370209566300287
05_steer_bump,steer,gradient,Damper rate vs wheel,deriv_damper_length_wrt_hub_z_left,mm/mm,-0.5222974780892077,-0.5245431809875567,-0.5199519719602025,0.004591209027354215,-0.5199519719602025,-0.5245431809875567
05_steer_bump,steer,gradient,Toe per rack,deriv_toe_angle_wrt_rack_displacement_left,deg/mm,0.635236087087264,0.6126348218447689,0.8402354843135623,0.2276006624687934,0.8402354843135623,0.6126348218447689
05_steer_bump,steer,gradient,Steer per rack,deriv_steer_angle_wrt_rack_displacement_left,deg/mm,-0.635236087087264,-0.8402354843135623,-0.6126348218447689,0.2276006624687934,-0.8402354843135623,-0.6126348218447689
05_steer_bump,steer,gradient,Camber per rack,deriv_camber_wrt_rack_displacement_left,deg/mm,-0.1094064003978504,-0.2510992496869833,-0.0766537833163829,0.17444546637060038,-0.2510992496869833,-0.0766537833163829
06_steer_droop,steer,corner,Camber,camber_left,deg,-0.0482621647396005,-3.85928786278164,6.930897791663433,10.790185654445073,6.930897791663433,-3.85928786278164
06_steer_droop,steer,corner,Caster,caster_left,deg,10.001378447400196,9.99959983850913,10.00257778958996,0.002977951080829655,9.99959983850913,10.00257778958996
06_steer_droop,steer,corner,Kingpin inclination,kpi_left,deg,10.045335702829396,9.986449342191635,10.084839921277307,0.09839057908567206,9.986449342191635,10.084839921277307
06_steer_droop,steer,corner,Toe (positive = toe-in),toe_angle_left,deg,0.0166467301669409,-28.52298947496299,26.08209307283338,54.60508254779637,-28.52298947496299,26.08209307283338
06_steer_droop,steer,corner,ISO steer angle,steer_angle_left,deg,-0.0166467301669409,-26.08209307283338,28.52298947496299,54.60508254779637,28.52298947496299,-26.08209307283338
06_steer_droop,steer,corner,Scrub radius (ISO unsigned),scrub_radius_left,mm,49.24177563803853,21.99524668038198,67.42243488929954,45.427188208917556,67.42243488929954,21.99524668038198
06_steer_droop,steer,corner,Scrub radius (signed lateral),scrub_radius_signed_left,mm,-1.581736022343703,-2.1990151183360367,-0.9964315132561632,1.2025836050798735,-2.1990151183360367,-0.9964315132561632
06_steer_droop,steer,corner,Steering-axis offset at ground,steering_axis_offset_ground_left,mm,-1.581736022343703,-2.1990151183360367,-0.9964315132561632,1.2025836050798735,-2.1990151183360367,-0.9964315132561632
06_steer_droop,steer,corner,Mechanical trail,mechanical_trail_left,mm,49.21636495254953,21.97266485363677,67.3865643797869,45.41389952615013,67.3865643797869,21.97266485363677
06_steer_droop,steer,corner,Half track,half_track_left,mm,444.69599211859486,414.18576392718927,453.9974339654494,39.811670038260104,414.18576392718927,453.5860299632242
06_steer_droop,steer,corner,Wheel travel,wheel_travel_left,mm,-55.0,-55.00000009846531,-54.99999983745067,2.6101463390659774e-07,-54.99999999215041,-55.00000000324354
06_steer_droop,steer,corner,Damper length,damper_length_left,mm,270.5442898443646,268.0111483168851,271.9529867635809,3.941838446695783,268.0111483168851,271.9529867635809
06_steer_droop,steer,corner,Motion ratio (damper/wheel),motion_ratio_left,mm/mm,0.5014644942434152,0.4948068200342761,0.503135910675493,0.008329090641216896,0.4948068200342761,0.5029319107983447
06_steer_droop,steer,corner,Motion ratio squared,motion_ratio_sq_left,-,0.2514666389868042,0.2448337891524325,0.25314574461125766,0.008311955458825154,0.2448337891524325,0.2529405068992741
06_steer_droop,steer,corner,"Front-view IC, y",fvic_y_left,mm,4796.298934611392,4266.496332929835,6057.499202839267,1791.0028699094319,6057.499202839267,4266.496332929835
06_steer_droop,steer,corner,"Front-view IC, z",fvic_z_left,mm,-1344.3848228785994,-1570.733053599751,-1244.217813204512,326.51524039523906,-1570.733053599751,-1244.217813204512
06_steer_droop,steer,corner,Front-view swing-arm length,fvsa_length_left,mm,-4538.409082169392,-5843.551902126696,-3994.004855067812,1849.5470470588843,-5843.551902126696,-3994.004855067812
06_steer_droop,steer,corner,"Camber, road-relative",camber_road_left,deg,-0.04826216473959867,-3.8592878637598607,6.930897791359332,10.790185655119192,6.930897791359332,-3.8592878637598607
06_steer_droop,steer,axle,Track,track,mm,907.084,907.084,907.084,0.0,907.084,907.084
06_steer_droop,steer,axle,Track change,track_change,mm,-17.69201423361835,-39.31154931335448,-17.69201423361835,21.61953507973613,-39.31154931335448,-39.31153772647633
06_steer_droop,steer,axle,Track change rate,track_change_rate,mm/mm,0.5926754969213082,0.5902767483258474,0.8486467016045316,0.2583699532786842,0.8486467016045316,0.795016065782233
06_steer_droop,steer,axle,Roll-centre height,roll_center_z,mm,75.99249606874446,70.64511185105603,75.99249606874446,5.347384217688429,70.64511185105603,70.64511581214025
06_steer_droop,steer,axle,Roll-centre lateral position,roll_center_y,mm,-1.9292947968097e-06,-50.06874881860904,50.06873447722768,100.13748329583672,-50.06874881860904,50.06873447722768
06_steer_droop,steer,axle,Body roll,roll,deg,-1.8319320296817082e-15,-1.2260687420550274e-08,1.2328262592665656e-08,2.458895001321593e-08,3.0410182348218787e-10,9.782207585472244e-10
06_steer_droop,steer,axle,Heave,heave,mm,-54.99999999999999,-55.00000007370591,-54.99999991186016,1.6184575457600658e-07,-54.99999999448501,-55.00000001075338
06_steer_droop,steer,axle,Ride-height change,ride_height_change,mm,54.99990094949483,53.93063118124812,54.99990094949483,1.0692697682467127,53.93063118124812,53.93063194924486
06_steer_droop,steer,axle,Rack displacement,rack_displacement,mm,0.0,-35.00000001071649,34.999999416538884,69.99999942725537,-35.00000001071649,34.999999416538884
06_steer_droop,steer,axle,Ackermann error (inner - outer),ackermann_error,deg,1.8758349495003046e-06,-0.032027947800767675,2.4408941872479133,2.472922135048681,2.4408941872479133,2.440887936810199
06_steer_droop,steer,axle,Ackermann,ackermann_percent,%,95.76543821361321,-658.7092099148604,95.76543821361321,754.4746481284735,45.85372608297648,45.85361638630658
06_steer_droop,steer,axle,Steering ratio,steer_per_rack_left,deg/mm,-0.7414712781577389,-0.9974788671307194,-0.7373512597752458,0.2601276073554736,-0.9974788671307194,-0.7621918301894941
06_steer_droop,steer,gradient,Camber gain,deriv_camber_wrt_hub_z_left,deg/mm,0.0131192225121779,-0.0106866446516841,0.0223020461122735,0.0329886907639576,-0.0106866446516841,0.0223020461122735
06_steer_droop,steer,gradient,Bump steer rate,deriv_toe_angle_wrt_hub_z_left,deg/mm,0.0002618182945191,-0.0606061394712395,0.0608618216757727,0.1214679611470122,0.0608618216757727,-0.0606061394712395
06_steer_droop,steer,gradient,ISO steer gain in bump,deriv_steer_angle_wrt_hub_z_left,deg/mm,-0.0002618182945191,-0.0608618216757727,0.0606061394712395,0.1214679611470122,-0.0608618216757727,0.0606061394712395
06_steer_droop,steer,gradient,Caster gain,deriv_caster_wrt_hub_z_left,deg/mm,-0.0003988744421428,-0.0004571468375775,-0.000303370999074,0.00015377583850350002,-0.000303370999074,-0.0004571468375775
06_steer_droop,steer,gradient,KPI gain,deriv_kpi_wrt_hub_z_left,deg/mm,-0.0131653749048829,-0.0150266670646081,-0.0100751444330171,0.004951522631591,-0.0100751444330171,-0.0150266670646081
06_steer_droop,steer,gradient,Half-track change rate,deriv_half_track_wrt_hub_z_left,mm/mm,0.2963377484606541,0.2951383741629237,0.4243233508022658,0.1291849766393421,0.4243233508022658,0.3975080328911165
06_steer_droop,steer,gradient,Wheel-centre recession rate,deriv_wheel_center_x_wrt_hub_z_left,mm/mm,0.0002177371556823,-0.0447825229702274,0.0439692049220478,0.0887517278922752,0.0439692049220478,-0.0447825229702274
06_steer_droop,steer,gradient,Damper rate vs wheel,deriv_damper_length_wrt_hub_z_left,mm/mm,-0.5014644942434152,-0.503135910675493,-0.4948068200342761,0.008329090641216896,-0.4948068200342761,-0.5029319107983447
06_steer_droop,steer,gradient,Toe per rack,deriv_toe_angle_wrt_rack_displacement_left,deg/mm,0.7414712781577389,0.7373512597752458,0.9974788671307194,0.2601276073554736,0.9974788671307194,0.7621918301894941
06_steer_droop,steer,gradient,Steer per rack,deriv_steer_angle_wrt_rack_displacement_left,deg/mm,-0.7414712781577389,-0.9974788671307194,-0.7373512597752458,0.2601276073554736,-0.9974788671307194,-0.7621918301894941
06_steer_droop,steer,gradient,Camber per rack,deriv_camber_wrt_rack_displacement_left,deg/mm,-0.1321333756087009,-0.3394119798156668,-0.0928510542030577,0.2465609256126091,-0.3394119798156668,-0.0928510542030577
07_bump_at_steer,heave_at_steer,corner,Camber,camber_left,deg,-2.1194306909116785,-2.822966096998637,-2.068571466254051,0.7543946307445863,-2.4009113323080555,-2.822966096998637
07_bump_at_steer,heave_at_steer,corner,Caster,caster_left,deg,9.99965957302166,9.996310946961565,10.0265319252172,0.030220978255634634,10.00254534053453,10.0265319252172
07_bump_at_steer,heave_at_steer,corner,Kingpin inclination,kpi_left,deg,9.988431261851746,9.87658921489484,10.842239011473753,0.9656497965789121,10.083775394812372,10.842239011473753
07_bump_at_steer,heave_at_steer,corner,Toe (positive = toe-in),toe_angle_left,deg,13.50266293148424,12.45900677695826,14.827945331330694,2.368938554372434,14.827945331330694,12.45900677695826
07_bump_at_steer,heave_at_steer,corner,ISO steer angle,steer_angle_left,deg,-13.50266293148424,-14.827945331330694,-12.45900677695826,2.368938554372434,-14.827945331330694,-12.45900677695826
07_bump_at_steer,heave_at_steer,corner,Scrub radius (ISO unsigned),scrub_radius_left,mm,36.15123557658504,34.63568498468403,36.358749063249874,1.7230640785658409,34.63568498468403,36.35760930083341
07_bump_at_steer,heave_at_steer,corner,Scrub radius (signed lateral),scrub_radius_signed_left,mm,-1.2468271876443835,-1.2546480265930948,-1.2147057856943242,0.03994224089877063,-1.2147057856943242,-1.2546480265930948
07_bump_at_steer,heave_at_steer,corner,Steering-axis offset at ground,steering_axis_offset_ground_left,mm,-1.2468271876443835,-1.2546480265930948,-1.2147057856943242,0.03994224089877063,-1.2147057856943242,-1.2546480265930948
07_bump_at_steer,heave_at_steer,corner,Mechanical trail,mechanical_trail_left,mm,36.12972814287286,34.61437799834728,36.33711227461561,1.7227342762683335,34.61437799834728,36.33595481615165
07_bump_at_steer,heave_at_steer,corner,Half track,half_track_left,mm,461.9695050940677,452.7471784865864,462.0372056212294,9.290027134643026,452.7471784865864,457.29190538524745
07_bump_at_steer,heave_at_steer,corner,Wheel travel,wheel_travel_left,mm,0.4022186964247112,-55.8799998696276,50.063000000624186,105.94299987025178,-55.8799998696276,50.063000000624186
07_bump_at_steer,heave_at_steer,corner,Damper length,damper_length_left,mm,243.48396536274728,217.81059342605343,271.91730013881084,54.106706712757415,271.91730013881084,217.81059342605343
07_bump_at_steer,heave_at_steer,corner,Motion ratio (damper/wheel),motion_ratio_left,mm/mm,0.510238074295149,0.502817298619349,0.5236938199494869,0.020876521330137954,0.5030755270630369,0.5236938199494869
07_bump_at_steer,heave_at_steer,corner,Motion ratio squared,motion_ratio_sq_left,-,0.26034289246042197,0.2528252357908596,0.27425521705328565,0.021429981262426068,0.2530849859297524,0.27425521705328565
07_bump_at_steer,heave_at_steer,corner,"Front-view IC, y",fvic_y_left,mm,-6244.803280385331,-234719.0078541424,155869.30449170445,390588.31234584685,4278.784106762687,-1664.107862301508
07_bump_at_steer,heave_at_steer,corner,"Front-view IC, z",fvic_z_left,mm,234.47217642893293,-25213.072545944025,36189.0350483711,61402.10759431512,-1246.5883492771477,-369.44616438628987
07_bump_at_steer,heave_at_steer,corner,Front-view swing-arm length,fvsa_length_left,mm,6710.874262335144,-157437.4080252692,237950.71545545,395388.12348071916,-4006.897012288467,2162.408103766262
07_bump_at_steer,heave_at_steer,corner,"Camber, road-relative",camber_road_left,deg,-2.11943069935311,-2.822966097409186,-2.0685714682434595,0.7543946291657266,-2.400911338137862,-2.822966097409186
07_bump_at_steer,heave_at_steer,axle,Track,track,mm,907.084,907.084,907.084,0.0,907.084,907.084
07_bump_at_steer,heave_at_steer,axle,Track change,track_change,mm,-6.189409494080223,-25.21037079167172,-6.0120985540620495,19.19827223760967,-25.21037079167172,-14.93960926553973
07_bump_at_steer,heave_at_steer,axle,Track change rate,track_change_rate,mm/mm,0.0848958871390528,-0.4010974079876996,0.6527211572904033,1.053818565278103,0.6527211572904033,-0.4010974079876996
07_bump_at_steer,heave_at_steer,axle,Roll-centre height,roll_center_z,mm,10.154914064338476,-42.35071442969205,75.24861925433024,117.59933368402228,75.24861925433024,-42.35071442969205
07_bump_at_steer,heave_at_steer,axle,Roll-centre lateral position,roll_center_y,mm,168.2961750717294,-749.433341019821,1621.5697900775658,2371.003131097387,29.71831942938689,-8.543940671158282
07_bump_at_steer,heave_at_steer,axle,Roll-centre migration vs travel,rc_migration_rate,mm/mm,-1.4006736412517542,-4.903419899516232,4.124703828881946,9.028123728398178,-1.1073996984255419,-1.0470270775192032
07_bump_at_steer,heave_at_steer,axle,Body roll,roll,deg,8.441431658625454e-09,-9.472942439324077e-09,8.441431658625454e-09,1.791437409794953e-08,5.829806194011205e-09,4.1054876082094445e-10
07_bump_at_steer,heave_at_steer,axle,Heave,heave,mm,0.4022186297964083,-55.87999991467476,50.06299999744559,105.94299991212034,-55.87999991467476,50.06299999744559
07_bump_at_steer,heave_at_steer,axle,Ride-height change,ride_height_change,mm,-0.6567681917664259,-50.28122189456241,55.57008474230622,105.85130663686863,55.57008474230622,-50.28122189456241
07_bump_at_steer,heave_at_steer,axle,Rack displacement,rack_displacement,mm,19.999999820572697,19.999999751558025,20.00000032782475,5.762667250053255e-07,19.99999993268051,19.999999751558025
07_bump_at_steer,heave_at_steer,axle,Steering ratio,steer_per_rack_left,deg/mm,-0.6729198609519517,-0.7449758761284417,-0.6156872745571723,0.12928860157126942,-0.7449758761284417,-0.6156872745571723
07_bump_at_steer,heave_at_steer,gradient,Camber gain,deriv_camber_wrt_hub_z_left,deg/mm,-0.0057994340222199,-0.0236145004188222,0.0195515081524525,0.0431660085712747,0.0195515081524525,-0.0236145004188222
07_bump_at_steer,heave_at_steer,gradient,Bump steer rate,deriv_toe_angle_wrt_hub_z_left,deg/mm,-0.0194798171474235,-0.0329674322243426,-0.0194307129052199,0.0135367193191227,-0.0329674322243426,-0.0249852125773899
07_bump_at_steer,heave_at_steer,gradient,ISO steer gain in bump,deriv_steer_angle_wrt_hub_z_left,deg/mm,0.0194798171474235,0.0194307129052199,0.0329674322243426,0.0135367193191227,0.0329674322243426,0.0249852125773899
07_bump_at_steer,heave_at_steer,gradient,Caster gain,deriv_caster_wrt_hub_z_left,deg/mm,0.0002582061253898,-0.000455768589768,0.0008947980599716,0.0013505666497395999,-0.000455768589768,0.0008947980599716
07_bump_at_steer,heave_at_steer,gradient,KPI gain,deriv_kpi_wrt_hub_z_left,deg/mm,0.0085734045837008,-0.0149830246166345,0.0272505871072664,0.0422336117239009,-0.0149830246166345,0.0272505871072664
07_bump_at_steer,heave_at_steer,gradient,Half-track change rate,deriv_half_track_wrt_hub_z_left,mm/mm,0.0424479435695264,-0.2005487039938498,0.3263605786452016,0.5269092826390515,0.3263605786452016,-0.2005487039938498
07_bump_at_steer,heave_at_steer,gradient,Wheel-centre recession rate,deriv_wheel_center_x_wrt_hub_z_left,mm/mm,-0.0157825160674764,-0.0263219620366828,-0.0157569490198634,0.010565013016819402,-0.0263219620366828,-0.0204668400246145
07_bump_at_steer,heave_at_steer,gradient,Damper rate vs wheel,deriv_damper_length_wrt_hub_z_left,mm/mm,-0.510238074295149,-0.5236938199494869,-0.502817298619349,0.020876521330137954,-0.5030755270630369,-0.5236938199494869
07_bump_at_steer,heave_at_steer,gradient,Toe per rack,deriv_toe_angle_wrt_rack_displacement_left,deg/mm,0.6729198609519517,0.6156872745571723,0.7449758761284417,0.12928860157126942,0.7449758761284417,0.6156872745571723
07_bump_at_steer,heave_at_steer,gradient,Steer per rack,deriv_steer_angle_wrt_rack_displacement_left,deg/mm,-0.6729198609519517,-0.7449758761284417,-0.6156872745571723,0.12928860157126942,-0.7449758761284417,-0.6156872745571723
07_bump_at_steer,heave_at_steer,gradient,Camber per rack,deriv_camber_wrt_rack_displacement_left,deg/mm,-0.0948541716825814,-0.1048681335606595,-0.0867939149611154,0.018074218599544098,-0.1048681335606595,-0.0867939149611154
08_damper_stroke,damper_stroke,corner,Camber,camber_left,deg,-1.1252771610901635,-1.1252771610901635,0.1214114402022551,1.2466886012924185,-1.1252771610901635,-0.1140901062110085
08_damper_stroke,damper_stroke,corner,Caster,caster_left,deg,10.035975758604732,9.996313031301412,10.035975758604732,0.039662727303319656,10.035975758604732,10.003389511496213
08_damper_stroke,damper_stroke,corner,Kingpin inclination,kpi_left,deg,11.125911805518305,9.876659425208832,11.125911805518305,1.249252380309473,11.125911805518305,10.111485095870693
08_damper_stroke,damper_stroke,corner,Toe (positive = toe-in),toe_angle_left,deg,-0.0035523816915023,-0.0073459090990084,0.0173210602970899,0.0246669693960983,-0.0035523816915023,0.0148231893364621
08_damper_stroke,damper_stroke,corner,ISO steer angle,steer_angle_left,deg,0.0035523816915023,-0.0173210602970899,0.0073459090990084,0.0246669693960983,0.0035523816915023,-0.0148231893364621
08_damper_stroke,damper_stroke,corner,Scrub radius (ISO unsigned),scrub_radius_left,mm,49.26553794018525,49.24092320944427,49.26652398677643,0.025600777332158486,49.26553794018525,49.243644214574985
08_damper_stroke,damper_stroke,corner,Scrub radius (signed lateral),scrub_radius_signed_left,mm,-1.587857358400981,-1.587857358400981,-1.5810333025721557,0.006824055828825282,-1.587857358400981,-1.5821054935727346
08_damper_stroke,damper_stroke,corner,Steering-axis offset at ground,steering_axis_offset_ground_left,mm,-1.587857358400981,-1.587857358400981,-1.5810333025721557,0.006824055828825282,-1.587857358400981,-1.5821054935727346
08_damper_stroke,damper_stroke,corner,Mechanical trail,mechanical_trail_left,mm,49.23994250144089,49.21552426313028,49.24098902930992,0.025464766179645437,49.23994250144089,49.21822261864859
08_damper_stroke,damper_stroke,corner,Half track,half_track_left,mm,447.3441130849168,443.3050382303445,453.6292730348751,10.32423480453059,447.3441130849168,443.3050382303445
08_damper_stroke,damper_stroke,corner,Wheel travel,wheel_travel_left,mm,58.03074045360427,-59.520018350374585,58.03074045360427,117.55075880397885,58.03074045360427,-59.520018350374585
08_damper_stroke,damper_stroke,corner,Damper length,damper_length_left,mm,212.8112989624174,212.8112989624174,272.8112988381067,59.999999875689326,212.8112989624174,272.8112988381067
08_damper_stroke,damper_stroke,corner,Motion ratio (damper/wheel),motion_ratio_left,mm/mm,0.5236958827548271,0.5014425605372566,0.5236958827548271,0.022253322217570592,0.5236958827548271,0.5016096146003647
08_damper_stroke,damper_stroke,corner,Motion ratio squared,motion_ratio_sq_left,-,0.27425737761435764,0.2514446415181602,0.27425737761435764,0.02281273609619744,0.27425737761435764,0.2516122054595264
